,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,area_qual,hood_qual,year_qual,basement,fullar_qual,garage_square,base_ground
338,1799,20,3,60.0,7200,1,3,3,0,0,0,12,2,2,0,2,5,7,1952,1952,1,1,8,8,2,0.0,3,2,1,3,1,3,0,630.0,1,102.0,0.0,732.0,1,4,1,4,732,0,0,732,1.0,0.0,1,0,2,1,3,4,6,0,2,5,1952.0,2,1.0,240.0,4,4,2,0,68,0,0,0,0,0,9,2009,8,4,1890,14,9760,2196.0,36000,732.0,461160.0
339,1800,80,3,80.0,8000,1,3,3,0,4,0,12,2,2,0,7,5,5,1959,1959,1,1,3,10,2,0.0,3,4,1,2,3,0,2,433.0,4,95.0,0.0,528.0,1,4,1,4,1183,0,0,1183,1.0,0.0,1,0,3,1,3,6,6,0,2,1,1959.0,1,1.0,288.0,4,4,2,0,0,0,0,0,0,0,7,2009,8,4,240,14,9795,1056.0,40000,528.0,512239.0
340,1801,50,3,60.0,10800,1,3,3,0,4,0,12,0,2,0,0,4,7,1949,1996,1,1,8,8,2,0.0,3,4,1,3,3,3,5,0.0,5,0.0,832.0,832.0,1,4,1,1,832,629,0,1461,0.0,0.0,2,0,4,1,3,6,6,0,2,5,1949.0,2,1.0,384.0,4,4,2,0,204,0,0,0,0,0,8,2009,8,4,683,13,7796,2496.0,43200,832.0,0.0
341,1802,50,3,60.0,8064,1,3,3,0,0,0,12,0,2,0,0,6,7,1948,1994,1,1,8,8,2,0.0,3,4,1,3,3,3,3,120.0,5,0.0,744.0,864.0,1,4,1,4,1064,0,431,1495,0.0,0.0,1,0,3,1,3,6,6,0,2,5,1994.0,2,2.0,576.0,4,4,2,180,36,0,0,0,0,0,8,2009,0,0,745,15,11688,2592.0,48384,1728.0,179400.0
342,1803,60,3,76.0,7570,1,3,3,0,0,0,12,2,2,0,5,6,5,1964,1964,1,1,6,6,1,420.0,3,4,1,3,3,3,5,0.0,5,0.0,780.0,780.0,1,4,1,4,993,813,0,1806,0.0,0.0,1,1,4,1,3,8,6,0,2,1,1964.0,2,2.0,483.0,4,4,2,0,55,0,0,0,0,0,3,2009,8,4,1266,15,11784,2340.0,45420,1560.0,0.0
343,1804,90,3,75.0,8604,1,0,3,0,4,0,12,2,2,2,6,5,7,1978,1978,1,1,9,10,1,124.0,3,2,1,2,3,0,2,941.0,5,0.0,0.0,941.0,1,2,1,4,941,0,0,941,1.0,0.0,1,0,2,1,2,4,6,0,2,1,1978.0,2,2.0,564.0,4,4,2,0,40,0,0,0,0,0,11,2009,8,4,2030,14,9890,1882.0,43020,1882.0,885481.0
344,1805,20,3,80.0,7936,1,3,3,0,4,0,12,2,2,0,2,6,6,1963,1963,3,1,6,6,2,0.0,3,4,1,3,3,3,1,826.0,5,0.0,219.0,1045.0,1,4,1,4,1045,0,0,1045,1.0,0.0,1,0,3,1,3,6,6,1,1,1,1963.0,1,1.0,264.0,4,4,2,0,0,0,0,0,0,0,4,2009,8,4,53,15,11778,3135.0,47616,1045.0,863170.0
345,1806,50,4,68.0,4080,1,3,3,0,4,0,17,2,2,0,0,6,8,1935,1998,1,1,13,14,2,0.0,3,4,2,3,3,3,5,0.0,5,0.0,901.0,901.0,1,2,1,4,861,517,0,1378,0.0,0.0,1,0,3,1,2,6,6,0,2,5,1920.0,2,1.0,162.0,1,1,1,54,0,40,0,0,0,0,6,2009,8,4,554,39,11610,2703.0,24480,901.0,0.0
346,1807,90,4,57.0,10307,1,3,3,0,4,0,17,2,2,2,5,6,5,1910,1950,1,1,13,14,2,0.0,3,4,1,3,3,2,3,633.0,5,0.0,339.0,972.0,1,2,0,0,972,972,0,1944,1.0,0.0,2,0,4,2,3,12,6,0,2,5,1920.0,2,2.0,324.0,1,4,0,0,28,169,0,0,0,0,6,2009,8,4,1407,39,11460,2916.0,61842,1944.0,1230552.0
347,1808,50,4,90.0,15660,1,3,3,0,4,0,17,2,2,0,0,5,8,1910,2003,1,1,12,13,2,0.0,3,2,1,3,3,3,5,0.0,5,0.0,240.0,240.0,1,4,1,4,810,496,0,1306,0.0,0.0,1,1,3,1,2,6,6,0,2,5,1959.0,2,2.0,472.0,1,4,0,0,0,0,0,0,0,0,7,2009,8,4,418,38,9550,720.0,78300,480.0,0.0
348,1809,70,4,90.0,9900,1,3,3,0,0,0,17,2,2,0,5,5,8,1910,2002,1,1,12,13,2,0.0,2,4,1,3,3,3,5,0.0,5,0.0,504.0,504.0,1,0,1,4,764,700,0,1464,0.0,0.0,2,0,3,1,3,7,6,0,2,1,1978.1134057971014,2,0.0,0.0,4,4,0,0,0,176,0,0,0,0,3,2009,8,4,686,38,9550,1512.0,49500,0.0,0.0
349,1810,70,4,57.0,6406,1,3,3,0,4,0,17,2,2,0,5,5,6,1939,1950,1,1,13,14,2,0.0,3,4,0,3,3,3,0,421.0,5,0.0,269.0,690.0,1,4,1,0,868,690,0,1558,0.0,0.0,1,1,3,1,3,7,6,1,2,5,1939.0,2,2.0,400.0,4,4,2,0,36,0,0,182,0,0,10,2009,8,4,852,38,9695,2070.0,32030,1380.0,655918.0
350,1811,190,4,63.0,7627,1,3,3,0,0,0,17,0,2,1,5,4,6,1920,1950,1,1,0,0,2,0.0,1,4,0,1,2,3,5,0.0,5,0.0,600.0,600.0,1,2,0,4,1101,600,0,1701,0.0,0.0,2,0,4,2,1,8,6,0,2,1,1978.1134057971014,2,0.0,0.0,4,4,0,0,0,148,0,0,0,0,10,2009,8,4,1112,37,7680,600.0,30508,0.0,0.0
351,1812,50,4,56.0,10134,1,3,3,0,4,0,17,2,2,0,0,5,5,1910,1950,1,1,8,8,2,0.0,3,4,0,1,3,3,5,0.0,5,0.0,801.0,801.0,1,2,0,4,801,646,0,1447,0.0,0.0,1,0,3,1,3,6,6,0,2,1,1978.1134057971014,2,0.0,0.0,4,4,0,80,0,244,0,0,0,0,7,2009,8,4,663,38,9550,801.0,50670,0.0,0.0
352,1813,50,4,50.0,6000,1,3,3,0,4,0,17,2,2,0,0,5,7,1950,1970,1,1,13,14,2,0.0,3,0,1,3,3,3,1,384.0,5,0.0,384.0,768.0,1,4,1,0,768,560,0,1328,0.0,0.0,1,1,3,1,3,6,6,0,2,5,1950.0,2,1.0,308.0,4,4,2,0,12,0,0,0,0,0,3,2009,8,4,456,38,9750,2304.0,30000,768.0,509952.0
353,1814,30,4,62.0,7404,1,3,3,0,0,0,17,2,2,0,2,4,6,1920,1950,1,1,8,8,2,0.0,3,4,0,1,3,3,5,0.0,5,0.0,861.0,861.0,1,4,1,4,861,0,0,861,0.0,0.0,1,0,2,1,3,5,6,0,2,5,1920.0,2,2.0,288.0,4,4,0,0,0,128,0,0,0,0,11,2009,7,4,1952,37,7680,861.0,29616,1722.0,0.0
354,1815,30,4,50.0,5925,1,3,3,0,0,0,17,2,2,0,2,2,4,1940,1950,1,1,8,8,2,0.0,3,2,0,3,3,3,5,0.0,5,0.0,0.0,0.0,1,1,0,0,612,0,0,612,0.0,0.0,1,0,1,1,3,4,6,0,2,5,1965.0,2,1.0,308.0,4,1,0,0,0,25,0,0,0,0,10,2009,8,4,1866,35,3880,0.0,11850,0.0,0.0
355,1816,30,4,60.0,8520,1,3,3,0,4,0,17,2,2,0,2,5,8,1923,1950,1,1,11,12,2,0.0,2,4,2,1,3,3,5,0.0,5,0.0,624.0,624.0,1,4,1,4,792,0,0,792,0.0,0.0,1,0,2,1,3,5,6,0,2,5,1963.0,2,1.0,287.0,4,4,2,0,0,81,0,0,0,0,2,2009,8,4,1914,38,9615,624.0,42600,624.0,0.0
356,1817,70,4,60.0,9600,1,3,3,0,4,0,17,2,2,0,5,4,4,1910,1950,1,1,12,13,2,0.0,2,2,0,1,3,3,5,0.0,5,0.0,677.0,677.0,1,4,1,4,833,677,0,1510,0.0,0.0,2,0,3,1,2,7,6,0,2,5,1974.0,2,2.0,720.0,4,4,0,0,0,160,0,0,0,0,6,2009,8,4,776,37,7640,677.0,38400,1354.0,0.0
357,1818,70,4,70.0,8400,1,3,3,0,0,0,17,0,2,0,5,6,7,1900,1950,1,1,11,3,2,0.0,3,4,0,1,1,2,5,0.0,5,0.0,917.0,917.0,1,2,1,0,1090,917,0,2007,0.0,0.0,2,0,3,1,0,8,6,0,2,5,1930.0,2,1.0,357.0,4,4,2,0,235,0,0,0,0,0,6,2009,8,4,1475,39,11400,917.0,50400,917.0,0.0
358,1819,70,4,60.0,3600,1,3,3,0,4,0,17,2,2,0,5,6,7,1917,2007,1,1,11,12,2,0.0,3,4,0,3,3,3,5,0.0,5,0.0,624.0,624.0,1,0,1,4,664,624,0,1288,1.0,0.0,1,0,3,1,0,5,6,1,2,1,1917.0,2,1.0,280.0,4,4,0,0,103,0,0,0,0,0,5,2009,8,4,391,39,11502,1872.0,21600,624.0,0.0
359,1820,30,0,69.30579531442663,3300,1,3,3,0,4,0,17,2,2,0,2,4,3,1910,1950,1,1,11,12,2,0.0,3,4,0,3,3,3,5,0.0,5,0.0,624.0,624.0,1,0,1,4,816,0,0,816,0.0,0.0,1,0,2,1,3,5,6,1,2,1,1978.1134057971014,2,0.0,0.0,4,4,0,0,33,0,0,0,0,0,6,2009,8,4,1926,37,7640,1872.0,13200,0.0,0.0
360,1821,50,4,60.0,5400,1,3,3,0,4,0,17,2,2,0,0,6,6,1920,1950,1,1,8,8,2,0.0,1,4,0,3,3,3,5,0.0,5,0.0,972.0,972.0,1,0,1,4,1044,0,436,1480,0.0,0.0,1,0,3,1,3,6,6,0,2,5,1920.0,2,1.0,207.0,1,4,2,0,0,176,0,0,0,0,9,2009,4,3,714,39,11520,2916.0,32400,972.0,0.0
361,1822,70,4,60.0,9720,1,3,3,0,4,0,17,2,2,0,5,6,7,1910,2002,1,1,8,8,2,0.0,3,4,2,3,3,3,5,0.0,5,0.0,741.0,741.0,1,0,1,4,780,741,0,1521,0.0,0.0,1,0,4,1,2,8,6,0,2,5,1950.0,2,3.0,640.0,4,4,2,0,0,238,0,0,0,0,9,2009,8,4,796,39,11460,2223.0,58320,2223.0,0.0
362,1823,30,0,72.0,9392,1,3,3,0,0,0,9,2,2,0,2,3,3,1900,1950,4,1,0,0,2,0.0,3,1,1,1,3,3,5,0.0,5,0.0,245.0,245.0,1,4,0,4,797,0,0,797,0.0,0.0,1,0,2,1,3,5,6,0,2,1,1978.1134057971014,2,0.0,0.0,4,4,0,0,36,94,0,0,0,0,9,2009,8,0,1918,122,5700,245.0,28176,0.0,0.0
363,1824,30,3,69.30579531442663,6615,1,3,3,0,4,0,3,2,2,0,2,6,6,1923,1950,1,1,8,8,2,0.0,3,4,0,3,3,3,5,0.0,5,0.0,1022.0,1022.0,1,4,0,0,1432,0,0,1432,0.0,0.0,1,0,3,1,2,6,6,1,2,3,1923.0,2,1.0,216.0,1,4,2,266,61,0,0,0,0,0,9,2009,8,4,635,87,11538,3066.0,39690,1022.0,0.0
364,1825,70,3,50.0,4960,1,3,3,0,4,0,3,6,2,0,0,5,7,1930,1982,1,1,14,15,2,0.0,3,4,1,3,3,3,5,0.0,5,0.0,297.0,297.0,1,0,1,4,1001,653,0,1654,0.0,0.0,2,0,3,1,3,7,6,1,2,5,1955.0,2,1.0,336.0,4,4,0,244,60,0,0,0,0,0,5,2009,8,4,1020,86,9650,891.0,24800,297.0,0.0
365,1826,50,4,60.0,6000,1,3,3,0,0,0,3,2,2,0,0,5,5,1924,1950,1,1,11,12,1,444.0,3,4,0,3,3,3,4,220.0,5,0.0,248.0,468.0,1,2,1,4,822,320,0,1142,0.0,0.0,1,0,3,1,3,6,6,0,2,1,1924.0,0,1.0,320.0,4,4,2,0,0,98,0,0,0,0,6,2009,8,4,188,86,9620,1404.0,30000,468.0,251240.0
366,1827,30,4,51.0,6120,1,3,3,0,4,0,3,2,2,0,2,5,6,1925,1999,1,1,8,8,2,0.0,3,4,0,3,3,3,5,0.0,5,0.0,960.0,960.0,1,2,1,4,995,0,0,995,0.0,0.0,1,0,2,1,3,5,6,0,2,5,1926.0,2,1.0,264.0,4,4,2,0,15,51,0,0,0,0,3,2009,8,0,2080,86,9625,2880.0,30600,960.0,0.0
367,1828,50,4,51.0,6120,1,3,3,0,4,0,3,2,2,0,0,5,6,1938,1950,1,1,13,14,2,0.0,3,4,0,3,0,3,3,273.0,5,0.0,679.0,952.0,1,4,1,0,994,588,0,1582,0.0,0.0,2,0,3,1,3,6,6,1,2,5,1938.0,2,1.0,250.0,1,4,2,189,0,34,150,0,0,0,2,2009,8,4,897,86,9690,2856.0,30600,952.0,431886.0
368,1829,30,4,50.0,8635,1,3,3,0,4,0,3,2,2,0,2,5,5,1925,1950,3,1,13,14,2,0.0,3,1,0,3,3,3,3,134.0,5,0.0,938.0,1072.0,1,4,1,4,1072,0,0,1072,1.0,0.0,1,0,2,1,3,5,6,0,2,5,1982.0,2,5.0,1184.0,1,4,1,0,0,105,0,0,0,0,8,2009,8,4,83,86,9625,3216.0,43175,5360.0,143648.0
369,1830,70,4,57.0,8094,1,3,3,0,4,0,17,2,2,0,5,6,6,1915,1950,1,1,8,8,2,0.0,3,4,2,3,3,3,5,0.0,5,0.0,1048.0,1048.0,1,2,1,0,1048,720,0,1768,0.0,0.0,2,0,3,1,3,8,6,0,2,5,1930.0,2,2.0,576.0,1,1,2,0,0,150,0,0,0,0,6,2009,8,4,1204,39,11490,3144.0,48564,2096.0,0.0
370,1831,70,4,68.0,9928,1,3,3,0,4,0,17,2,2,0,5,7,8,1915,1994,1,1,13,14,2,0.0,3,2,0,3,3,3,5,0.0,5,0.0,672.0,672.0,1,1,1,4,1272,672,0,1944,0.0,0.0,2,0,3,1,3,8,3,0,2,5,1915.0,2,1.0,216.0,4,4,0,24,28,0,0,0,0,400,6,2009,8,4,1408,40,13405,2016.0,69496,672.0,0.0
371,1832,90,4,50.0,3000,1,3,0,0,4,0,17,2,2,2,5,5,1,1922,1950,3,1,8,8,2,0.0,3,4,0,3,0,3,5,0.0,5,0.0,1040.0,1040.0,1,4,0,4,1088,1040,0,2128,0.0,0.0,2,0,4,2,3,11,5,0,2,1,1978.1134057971014,2,0.0,0.0,4,4,2,0,56,0,0,0,0,0,9,2009,8,0,1563,38,9610,3120.0,15000,0.0,0.0
372,1833,70,4,57.0,6876,1,3,3,0,4,0,9,2,2,0,5,6,5,1927,1950,1,1,9,10,2,0.0,3,4,1,3,0,3,1,522.0,5,0.0,198.0,720.0,1,1,1,4,1146,784,0,1930,1.0,0.0,2,0,4,1,3,8,6,0,2,1,1927.0,2,1.0,316.0,4,4,2,0,0,213,0,0,0,0,8,2009,8,4,1394,125,11562,2160.0,41256,720.0,1007460.0
373,1834,70,4,69.30579531442663,5775,1,1,0,0,0,1,17,1,2,0,5,6,7,1915,2002,1,1,13,14,2,0.0,3,4,0,3,3,3,5,0.0,5,0.0,483.0,483.0,1,0,1,4,741,686,0,1427,0.0,0.0,1,0,3,1,2,7,6,0,2,1,1915.0,2,1.0,379.0,4,4,2,0,24,112,0,0,0,0,2,2009,8,4,625,39,11490,1449.0,34650,483.0,0.0
374,1835,190,4,41.0,5852,1,2,0,0,0,0,17,1,2,1,4,7,5,1902,2000,1,1,8,8,3,188.0,3,1,0,3,0,3,4,169.0,5,0.0,851.0,1020.0,1,4,0,1,978,886,0,1864,0.0,0.0,2,1,6,1,3,9,6,0,2,1,1978.1134057971014,2,0.0,0.0,4,4,0,0,188,102,0,0,0,0,5,2009,8,4,1328,40,13314,3060.0,40964,0.0,315016.0
375,1836,50,4,60.0,5160,1,3,3,0,0,0,9,2,2,0,0,6,6,1927,1950,1,1,8,8,2,0.0,3,1,0,3,3,3,5,0.0,5,0.0,1204.0,1204.0,1,4,1,0,1204,462,0,1666,0.0,0.0,1,0,3,1,3,4,6,0,2,5,1927.0,2,1.0,384.0,1,4,2,0,0,148,0,0,0,0,8,2009,8,4,1050,125,11562,3612.0,30960,1204.0,0.0
376,1837,85,4,86.0,5160,1,3,3,0,4,0,9,2,2,0,6,4,6,1923,1950,3,1,8,8,2,0.0,3,2,2,2,0,0,1,749.0,4,63.0,46.0,858.0,1,4,1,4,892,0,0,892,1.0,0.0,1,0,1,1,2,5,3,0,2,1,1978.1134057971014,2,0.0,0.0,4,4,0,0,0,105,0,160,0,0,7,2009,0,0,1980,123,7692,1716.0,20640,0.0,668108.0
377,1838,190,4,60.0,10320,1,3,0,0,4,0,9,0,2,1,5,6,7,1915,1965,1,1,8,8,2,0.0,3,2,1,3,3,3,4,276.0,0,262.0,160.0,698.0,1,0,1,1,754,649,0,1403,1.0,0.0,1,1,3,1,3,7,6,0,2,5,1915.0,2,1.0,308.0,4,4,2,0,0,288,0,0,0,0,2,2009,8,4,591,125,11490,2094.0,61920,698.0,387228.0
378,1839,20,3,50.0,4280,1,0,3,0,4,0,19,2,2,0,2,4,9,1946,2001,1,1,8,8,2,0.0,3,2,1,1,3,3,5,0.0,5,0.0,560.0,560.0,1,0,1,0,704,0,0,704,0.0,1.0,1,0,2,1,1,4,6,0,2,4,1946.0,2,1.0,220.0,4,4,2,0,0,24,0,0,0,0,9,2009,8,4,1881,48,7784,560.0,17120,560.0,0.0
379,1840,90,3,60.0,10800,1,3,3,0,4,0,7,2,2,2,2,5,5,1987,1988,1,1,9,10,2,0.0,3,2,1,2,1,1,2,1200.0,5,0.0,0.0,1200.0,1,4,1,4,1200,0,0,1200,3.0,0.0,3,0,3,1,3,5,6,0,2,1,1978.1134057971014,2,0.0,0.0,4,4,2,120,0,0,0,0,0,0,3,2009,8,2,264,110,9935,2400.0,54000,0.0,1440000.0
380,1841,90,3,69.30579531442663,10547,1,0,3,0,4,0,7,2,2,2,6,5,5,1978,1978,1,1,9,10,2,0.0,3,4,2,2,1,1,2,1152.0,5,0.0,0.0,1152.0,1,4,1,4,1152,0,0,1152,2.0,0.0,2,0,2,2,3,6,6,0,2,5,1960.0,2,1.0,252.0,4,1,0,0,0,0,0,0,0,0,7,2009,8,4,203,110,9890,2304.0,52735,1152.0,1327104.0
381,1842,50,3,60.0,9780,1,3,3,0,4,0,7,2,2,0,0,5,3,1934,1950,1,1,8,8,2,0.0,3,4,2,3,3,3,5,0.0,5,0.0,585.0,585.0,1,4,0,0,687,425,0,1112,1.0,0.0,2,0,4,1,3,6,6,0,2,5,1934.0,2,1.0,226.0,3,3,0,0,0,0,0,0,0,0,3,2009,8,4,140,110,9670,1755.0,48900,585.0,0.0
382,1843,20,3,75.0,11625,1,3,3,0,4,0,19,2,2,0,2,5,6,1967,1967,3,1,6,6,1,172.0,3,4,1,3,3,3,1,527.0,5,0.0,525.0,1052.0,1,4,1,4,1052,0,0,1052,0.0,0.0,1,1,3,1,3,6,6,1,3,1,1984.0,0,1.0,668.0,4,4,2,0,215,0,0,0,0,0,4,2009,8,0,62,49,9835,3156.0,58125,1052.0,554404.0
383,1844,85,3,69.30579531442663,8014,1,0,3,0,1,0,19,2,2,0,6,6,5,1978,1978,1,1,9,6,1,23.0,3,4,1,2,3,1,2,456.0,5,0.0,0.0,456.0,1,4,1,4,1034,0,0,1034,0.0,1.0,1,0,3,1,3,5,6,1,1,2,1978.0,0,2.0,504.0,4,4,2,0,0,0,0,0,0,0,6,2009,8,4,37,50,11868,912.0,48084,912.0,471504.0
384,1845,80,3,88.0,15400,1,3,3,0,4,0,19,2,2,0,7,5,5,1961,1961,3,1,6,6,2,0.0,3,4,1,3,1,3,5,0.0,5,0.0,552.0,552.0,1,4,1,4,904,611,259,1774,0.0,0.0,2,0,4,1,3,8,6,1,4,1,1961.0,2,1.0,384.0,4,4,2,290,40,0,0,0,0,0,7,2009,8,4,1214,49,9805,1656.0,77000,552.0,0.0
385,1846,80,3,88.0,15312,1,3,3,0,4,0,19,2,2,0,7,6,5,1960,1960,3,1,13,14,1,54.0,3,4,1,3,3,0,1,588.0,5,0.0,550.0,1138.0,1,0,1,4,1138,0,0,1138,0.0,1.0,1,0,3,1,3,6,6,1,4,1,1960.0,1,2.0,480.0,4,4,2,0,0,0,0,140,0,0,3,2009,0,4,181,50,11760,3414.0,91872,2276.0,669144.0
386,1847,80,3,69.30579531442663,15584,1,3,3,0,4,0,4,2,2,0,7,5,5,1956,1956,3,1,13,14,1,366.0,3,4,1,3,3,2,5,0.0,5,0.0,825.0,825.0,1,0,1,4,2071,0,0,2071,0.0,1.0,1,1,4,1,3,9,6,1,4,1,1956.0,2,1.0,336.0,4,4,2,131,28,0,0,0,0,0,10,2009,8,4,1528,90,9780,2475.0,77920,825.0,0.0
387,1848,20,3,69.30579531442663,9000,1,3,3,0,0,0,19,2,2,0,2,2,2,1947,1950,1,1,13,14,2,0.0,3,4,3,3,3,3,5,0.0,5,0.0,0.0,0.0,1,1,0,4,660,0,0,660,0.0,0.0,1,0,2,1,1,5,3,0,2,1,1978.1134057971014,2,0.0,0.0,4,4,0,0,0,100,0,0,0,0,6,2009,8,4,1872,47,3894,0.0,18000,0.0,0.0
388,1849,20,3,69.30579531442663,15635,1,0,3,0,1,0,7,2,2,0,2,4,5,1954,1954,1,1,12,13,2,0.0,3,4,1,3,3,3,5,0.0,5,0.0,0.0,0.0,1,4,1,4,1383,0,0,1383,0.0,0.0,1,0,2,1,3,6,4,0,2,1,1980.0,2,2.0,498.0,1,4,2,0,0,90,0,110,0,0,10,2009,8,4,563,109,7816,0.0,62540,0.0,0.0
389,1850,20,3,68.0,9571,1,3,3,0,4,0,7,2,2,0,2,5,5,1956,1956,3,1,8,8,2,0.0,3,4,1,3,3,3,4,257.0,5,0.0,816.0,1073.0,1,4,1,0,1073,0,0,1073,1.0,0.0,1,0,2,1,3,5,6,0,2,1,1956.0,2,1.0,340.0,4,4,2,0,0,0,0,0,0,0,2,2009,8,4,86,110,9780,3219.0,47855,1073.0,275761.0
390,1851,60,3,50.0,9350,1,3,0,0,4,0,7,2,2,0,5,6,7,1946,1950,3,1,8,8,2,0.0,3,4,1,3,3,3,1,342.0,5,0.0,405.0,747.0,1,0,1,4,892,747,0,1639,0.0,0.0,1,1,3,1,2,6,6,1,2,5,1946.0,2,1.0,240.0,4,4,2,0,50,0,0,0,0,0,7,2009,8,4,991,111,11676,2241.0,56100,747.0,560538.0
391,1852,20,3,62.0,7440,1,3,3,0,4,0,7,2,2,0,2,5,6,1954,1954,1,1,13,14,2,0.0,3,4,1,2,3,3,1,173.0,5,0.0,916.0,1089.0,2,4,1,4,1089,0,0,1089,1.0,0.0,1,0,3,1,3,5,6,1,2,5,1954.0,1,1.0,252.0,4,4,1,328,0,0,0,0,0,0,9,2009,8,4,106,110,9770,2178.0,37200,1089.0,188397.0
392,1853,120,3,42.0,4235,1,3,3,0,4,0,7,2,2,4,2,5,5,1984,1984,1,1,6,6,1,149.0,2,4,1,2,3,2,2,552.0,0,393.0,104.0,1049.0,1,4,1,4,1049,0,0,1049,1.0,0.0,2,0,2,1,2,5,6,0,2,1,1984.0,0,1.0,266.0,4,4,2,0,105,0,0,0,0,0,2,2009,8,4,58,110,9920,2098.0,21175,1049.0,579048.0
393,1854,80,3,74.0,10778,1,0,3,0,4,0,20,1,2,0,7,7,6,1990,1991,1,1,6,6,2,0.0,2,4,2,2,3,3,2,460.0,0,286.0,308.0,1054.0,1,2,1,4,1061,0,0,1061,1.0,0.0,1,1,1,1,2,4,6,0,2,1,1990.0,2,2.0,462.0,4,4,2,114,36,0,0,0,0,0,7,2009,8,4,75,57,13930,2108.0,75446,2108.0,488060.0
394,1855,80,3,66.0,19255,1,0,3,0,4,0,20,2,2,0,7,6,5,1983,1983,1,1,13,14,1,100.0,2,4,1,2,3,0,4,70.0,2,450.0,0.0,520.0,1,2,1,4,1338,0,0,1338,0.0,0.0,1,1,2,1,2,5,3,1,3,1,1983.0,2,2.0,576.0,4,4,2,0,0,0,0,0,0,600,9,2009,8,4,475,56,11898,1040.0,115530,1040.0,93660.0
395,1856,60,3,85.0,10560,1,3,3,0,0,0,20,2,2,0,5,7,5,1993,1994,1,1,12,13,2,0.0,2,2,2,2,1,3,2,474.0,5,0.0,605.0,1079.0,1,0,1,4,1079,800,0,1879,1.0,0.0,2,1,3,1,2,8,6,1,4,1,1993.0,1,2.0,473.0,4,4,2,400,100,144,0,0,0,0,8,2009,8,4,1349,57,13951,2158.0,73920,2158.0,890646.0
396,1857,70,3,120.0,26400,1,3,0,0,2,0,20,1,2,0,5,5,7,1880,2007,1,1,6,6,2,0.0,2,4,2,3,3,3,5,0.0,5,0.0,0.0,0.0,1,0,1,4,1288,728,0,2016,0.0,0.0,1,0,4,1,3,7,4,1,4,1,1900.0,2,2.0,576.0,4,4,1,0,0,0,0,0,0,0,6,2009,8,4,1483,55,9400,0.0,132000,0.0,0.0
397,1858,90,3,64.0,7018,1,3,3,0,4,0,20,1,2,2,5,5,5,1979,1979,1,1,6,6,2,0.0,3,4,3,3,3,3,5,0.0,5,0.0,0.0,0.0,1,4,1,4,1114,1114,0,2228,0.0,0.0,2,0,6,2,3,8,6,0,2,5,1979.0,2,2.0,720.0,4,4,2,73,0,0,0,0,0,0,6,2009,8,2,1611,55,9895,0.0,35090,0.0,0.0
398,1859,90,3,64.0,7018,1,3,0,0,4,0,20,2,2,2,2,5,5,1979,1979,1,1,6,6,2,0.0,3,4,3,3,3,3,5,0.0,5,0.0,0.0,0.0,1,4,1,4,1535,0,0,1535,0.0,0.0,2,0,4,2,3,8,6,0,2,1,1979.0,2,2.0,400.0,4,4,2,0,0,0,0,0,0,0,6,2009,8,2,818,55,9895,0.0,35090,0.0,0.0
399,1860,90,3,64.0,7040,1,3,3,0,4,0,20,1,2,2,6,5,5,1979,1979,1,1,9,10,1,216.0,3,4,1,2,3,0,2,1094.0,5,0.0,0.0,1094.0,1,4,1,4,1229,0,0,1229,2.0,0.0,0,2,2,2,2,6,6,2,4,5,1979.0,2,2.0,672.0,4,4,2,120,0,0,0,0,0,0,6,2009,8,2,311,55,9895,2188.0,35200,2188.0,1344526.0
400,1861,90,3,64.0,7007,1,3,0,0,4,0,20,2,2,2,2,5,5,1979,1979,1,1,6,6,2,0.0,3,4,3,3,3,3,5,0.0,5,0.0,0.0,0.0,1,4,1,4,1513,0,0,1513,0.0,0.0,2,0,4,2,3,8,6,0,2,1,1979.0,2,2.0,400.0,4,4,2,0,0,0,0,0,0,0,6,2009,8,2,784,55,9895,0.0,35035,0.0,0.0
401,1862,90,3,69.30579531442663,11855,1,3,3,0,4,0,20,2,2,2,5,7,5,2000,2000,3,1,12,13,1,23.0,3,4,2,0,3,3,2,820.0,5,0.0,348.0,1168.0,1,0,1,4,1168,1619,0,2787,2.0,0.0,4,2,6,2,3,8,6,2,4,3,2000.0,0,4.0,820.0,4,4,2,312,0,0,0,0,0,0,10,2009,8,4,1808,57,14000,0.0,82985,4672.0,2285340.0
